eNSN6qet1kE,17.16.11,"HomeMade Electric Airplane","PeterSripol",28,"2017-11-13 15:30:17","ultralight|'airplane'|'homemade'|'DIY'|'hoverbike'|'part 103'|'ultra light'|'aircraft'|'aviation'|'do it yourself'|'basement'|'petersripol'|'peter sripol'|'biplane'|'flitetest'|'flite test'|'electric vehicle'|'electric'",372775,21214,119,3433,"https://i.ytimg.com/vi/eNSN6qet1kE/default.jpg",False,False,False
fcVjitaM3LY,17.16.11,"78557 and Proth Primes - Numberphile","Numberphile",28,"2017-11-13 12:13:36","numberphile|'prime numbers'|'proth prime'",174023,7010,72,632,"https://i.ytimg.com/vi/fcVjitaM3LY/default.jpg",False,False,False
6VhU_T463sU,17.16.11,"The Making of Hela's Headdress from Thor: Ragnarok","Tested",28,"2017-11-12 15:00:01","tested|'testedcom'|'designercon 2017'|'preview'|'toys'|'props'|'costumes'|'ironhead studio'|'marvel'|'thor'|'thor 3'|'thor ragnorok'|'thor ragnarok'|'hela'|'helmet'|'cosplay'|'headdress'|'costume'",327935,4345,175,261,"https://i.ytimg.com/vi/6VhU_T463sU/default.jpg",False,False,False
eijd-yjXY9E,17.16.11,"Apple iPhone X - One Week Later","Mark Linsangan",28,"2017-11-13 15:00:03","iPhone X|'Apple iPhone X'|'iPhone X One Week Later'|'iPhone X Accessories'|'iPhone X Real Review'|'iPhone X Overview'|'iPhone X Space Gray'|'iPhone X Cases'|'FCPX'|'Apple'|'iPhone X vs iPhone 8'|'Best iPhone 2018'|'iPhone X vs Galaxy Note 8'|'dbrand'|'Google Pixel XL 2 vs iPhone X'|'Animoji'|'Portrait Mode'",9036,427,14,79,"https://i.ytimg.com/vi/eijd-yjXY9E/default.jpg",False,False,False
4v0nOAzcG2A,17.16.11,"The Super Google Pixel 2 Camera Upgrade!","Jonathan Morrison",28,"2017-11-11 15:38:32","Google|'Pixel 2'|'Pixel 2 XL'|'Pixel 2 Camera'|'Moment Lens'|'Pixel 2 Moment case'|'Moment Case Lens'|'Smartphone'|'2017'|'Apple'|'google pixel'|'apple iphone x'|'pixel 2 xl review'|'iphone 8'|'iphone'|'google pixel 2'|'camera'|'google pixel xl'|'pixel 2 unboxing'|'review'|'iphone x'|'pixel'|'android'|'tech'|'jonathan morrison'|'tld'",300601,10497,382,991,"https://i.ytimg.com/vi/4v0nOAzcG2A/default.jpg",False,False,False
i4YQRLQVixM,17.16.11,"How Bkav tricked iPhone X's Face ID with a mask","Bkav Corp",28,"2017-11-10 07:28:14","bkav|'iphonex'|'iphone x'|'face id'|'faceid'|'iphone10'|'face id beaten'|'bphone2017'|'bphone'|'apple'|'Nguyen Tu Quang'|'Ngo Tuan Anh'|'Nguyễn Tử Quảng'|'Ngô Tuấn Anh'",1167646,2691,916,1122,"https://i.ytimg.com/vi/i4YQRLQVixM/default.jpg",False,False,False
9Th4qTv-4jE,17.16.11,"dapulse is now monday.com. And there's a good reason why.","monday.com, formerly dapulse",28,"2017-11-13 08:38:48","dapulse|'monday.com'|'monday'|'project management'",5366,19,0,2,"https://i.ytimg.com/vi/9Th4qTv-4jE/default.jpg",False,False,False
G8gJ4RTBxcg,17.16.11,"Coconut crab hunts seabird","New Scientist",28,"2017-11-09 15:20:54","crab|'bird'|'biology'|'animal'|'ecology'|'nature'",465893,111,14,59,"https://i.ytimg.com/vi/G8gJ4RTBxcg/default.jpg",False,False,False
fRj34o4hN4I,17.17.11,"What's new, Atlas?","BostonDynamics",28,"2017-11-16 21:12:25","Robotics|'Humanoid Robots'|'Legged Locomotion'|'Dynamic robots'|'Boston Dynamics'",1603415,65594,700,12169,"https://i.ytimg.com/vi/fRj34o4hN4I/default.jpg",False,False,False
Lxet1zLBTM8,17.17.11,"Top 5 OnePlus 5T Features!","Marques Brownlee",28,"2017-11-16 17:36:14","OnePlus 5T|'OnePlus 5T preview'|'OnePlus 5T review'|'OnePlus 5T features'|'OnePlus'|'5T'|'OnePlus 6'|'MKBHD'|'OnePlus 5T vs'|'camera'|'OnePlus camera'|'OnePlus 5T camera'",1117997,50946,760,5525,"https://i.ytimg.com/vi/Lxet1zLBTM8/default.jpg",False,False,False
